id_velho;id_novo
397215;803
397410;805
397412;806
397470;807
397832;808
398479;810
398480;811
399162;816
400347;818
401230;827
401254;830
402904;838
403333;839
403521;840
403651;841
403653;842
403655;843
403720;844
403841;845
403970;846
404176;848
404225;849
404272;850
404346;851
404348;852
404644;854
366417;660
376966;685
389941;737
393425;768
395099;786
398089;809
398699;814
401231;828
401233;829
401482;832
404739;855
405514;864
405534;865
405662;874
405705;875
405759;878
405764;879
406258;888
406411;891
406461;892
406851;894
406933;895
406985;896
406991;897
407221;899
407559;903
407995;906
408160;908
360165;638
360167;639
360219;641
366494;661
376968;686
376969;687
378743;691
384269;704
385960;713
385965;714
386222;715
386888;716
387314;718
390963;749
392550;759
396560;797
398659;812
400430;819
402098;833
402201;835
402612;836
404019;847
405462;863
405567;867
406383;889
406718;893
407289;900
407458;902
407985;905
409505;916
409681;919
409819;920
409875;923
409924;924
409925;925
410888;936
411161;938
411402;940
411557;943
411603;944
411631;945
411873;946
412040;948
412359;949
380352;692
387080;717
387836;725
388528;730
389519;734
389520;735
391407;751
393895;771
395774;789
398660;813
401210;826
404988;856
405176;858
405181;860
405533;866
405789;880
406042;884
406236;886
407219;898
408030;907
408411;909
408531;911
408532;912
409001;915
409595;918
413061;952
413062;953
413429;955
413524;956
413540;957
415545;960
416571;961
416582;962
416583;963
416899;967
416911;968
417052;969
417373;970
417421;971
417438;972
417484;973
383986;701
385925;712
390788;747
390804;748
401033;824
401202;825
405183;861
405753;876
405756;877
410652;933
410663;934
416875;965
418910;976
419939;979
421077;985
421422;986
421824;987
421825;988
421858;989
422317;990
424454;1005
355326;603
382216;697
384682;708
391550;756
391622;757
391635;758
393043;762
396490;796
396688;798
402768;837
405180;859
405184;862
405590;868
405591;869
405842;881
406112;885
406397;890
409514;917
409853;921
409855;922
410444;932
410695;935
411063;937
415105;958
416876;966
420239;981
422325;991
422893;998
424498;1008
424799;1009
425100;1010
425434;1011
425898;1016
425949;1017
393044;763
401418;831
405592;870
405593;871
405846;882
407630;904
410377;929
413054;951
417738;974
422394;992
423608;1002
424259;1003
425463;1012
425713;1014
425880;1015
427102;1026
427155;1027
427329;1034
428086;1041
428842;1042
429099;1044
429230;1045
429490;1046
429514;1047
393045;764
397229;804
405595;872
405596;873
410379;930
413041;950
413428;954
422397;993
424457;1007
425543;1013
426088;1018
426540;1019
426746;1020
426819;1022
426854;1023
426857;1024
427685;1039
434177;1057
434362;1058
434481;1059
434751;1061
435156;1063
435530;1065
390129;740
393046;765
404449;853
408468;910
410381;931
411264;939
418959;977
421060;984
422400;994
422401;995
423350;1000
427160;1029
427396;1036
435165;1064
437288;1073
438368;1079
439888;1082
440358;1086
441017;1090
441025;1093
389035;733
391441;753
418049;975
422891;997
424456;1006
427161;1030
427397;1037
437504;1077
439165;1080
440479;1087
441018;1091
441019;1092
441046;1094
441596;1098
443227;1105
443350;1112
444499;1114
444621;1118
444640;1119
444643;1120
444681;1121
390298;741
392584;760
392722;761
393048;766
393913;772
405119;857
423352;1001
441048;1095
442628;1102
444515;1115
445632;1122
447242;1133
447700;1136
445945;1126
357217;616
361755;646
367853;669
372294;675
394186;776
407431;901
408856;913
408857;914
416720;964
420065;980
420928;983
422663;996
423337;999
426778;1021
427079;1025
427893;1040
428896;1043
429812;1048
429818;1049
430147;1050
440749;1088
441343;1096
443258;1110
443259;1111
447158;1131
449380;1138
449402;1139
449650;1142
449902;1143
449905;1144
451038;1151
451303;1155
452128;1156
453875;1171
453908;1172
454144;1175
454166;1176
455430;1183
432974;1055
436796;1072
445729;1123
446824;1130
450262;1147
453383;1161
453426;1162
453428;1163
453497;1164
453498;1165
454081;1173
454176;1177
454324;1178
455040;1180
457146;1188
457494;1190
457839;1191
457870;1192
458964;1202
459003;1203
459189;1206
459430;1207
459453;1208
459505;1209
459527;1210
459606;1211
459796;1212
460527;1217
432742;1054
439562;1081
440829;1089
443242;1106
443245;1107
452475;1159
452477;1160
454082;1174
454582;1179
455836;1186
458916;1197
462028;1225
462922;1229
463118;1230
463137;1231
463763;1244
464056;1248
464187;1249
464607;1255
464799;1256
465237;1258
465353;1262
465432;1264
465760;1265
463488;1234
464007;1247
394464;779
394470;780
405875;883
420448;982
424285;1004
434049;1056
437316;1076
437631;1078
441464;1097
446172;1127
452282;1157
455696;1184
457414;1189
457874;1193
458679;1196
458947;1199
460051;1214
460439;1216
461257;1219
462832;1227
463205;1232
463206;1233
463744;1243
464536;1254
465347;1261
466407;1268
467256;1273
467424;1274
468057;1276
468469;1279
393918;773
431263;1051
431264;1052
436488;1069
437312;1074
437314;1075
440324;1085
443727;1113
445928;1125
453617;1167
453620;1168
458946;1198
458948;1200
460947;1218
463665;1237
464492;1252
468887;1281
469205;1288
469769;1308
469771;1309
470227;1444
470240;1445
470781;1482
471028;1484
471339;1486
436736;1071
440215;1083
440216;1084
442000;1099
442608;1100
442609;1101
453732;1170
455701;1185
455977;1187
458953;1201
466895;1270
467194;1272
467888;1275
469904;1310
470439;1446
471270;1485
471443;1541
471801;1547
472094;1550
472188;1551
473381;1609
473576;1610
473785;1612
474416;1671
474424;1672
474727;1730
474804;1732
475121;1792
427361;1035
431530;1053
434938;1062
435900;1067
435901;1068
443246;1108
443249;1109
447180;1132
447292;1134
447294;1135
449880;1145
450899;1149
451053;1153
453501;1166
455221;1182
458118;1194
458577;1195
459152;1205
459946;1213
460173;1215
461352;1220
461385;1222
463942;1246
464988;1257
465376;1263
470862;1483
471344;1488
472037;1549
475209;1796
475370;1875
476029;1916
476145;1918
476154;1919
476187;1920
476789;1923
477201;1926
477311;1927
477568;1928
477745;1931
477851;1932
528338;16644
453673;1169
455231;1181
459094;1204
463521;1235
463708;1238
463709;1239
463824;1245
464502;1253
466012;1266
471343;1487
471345;1489
473940;1669
476271;1922
477084;1925
479317;1933
479469;1934
479662;1935
480664;1941
480710;1942
481252;1943
481277;1944
481303;1945
481499;1946
481992;1953
482317;1955
482766;1956
442954;1103
449881;1146
452436;1158
461361;1221
463711;1240
468881;1280
473962;1670
475192;1793
475311;1854
475760;1913
476104;1917
476793;1924
477719;1930
480579;1939
480644;1940
482256;1954
483122;1958
483508;1959
487492;2136
488001;2137
488132;2139
488134;2140
488499;2141
434681;1060
449460;1140
450493;1148
461780;1223
462110;1226
462748;1228
463524;1236
466700;1269
475193;1794
475194;1795
475213;1797
481668;1947
481764;1948
485505;1962
488034;2138
489471;2144
490615;2146
490644;2147
491391;2149
492736;2158
494032;2164
494283;2165
495295;2166
495826;2172
442956;1104
445917;1124
449583;1141
463712;1241
475466;1912
481765;1949
481768;1950
481948;1951
492343;2152
496064;2173
496065;2174
498664;2192
499247;2197
499749;2198
500039;2200
500378;2205
501338;2206
501410;2207
502125;2208
502560;2209
436737;1070
446647;1128
448408;1137
463714;1242
474524;1673
481950;1952
495704;2170
495766;2171
496091;2175
500095;2201
504648;2214
506036;2229
506346;2231
506486;2232
506499;2233
506559;2235
506927;2237
506933;2238
321044;370
387488;722
410177;926
419779;978
427188;1031
427202;1032
450918;1150
451052;1152
451054;1154
461878;1224
464345;1250
464348;1251
465260;1259
466100;1267
468143;1277
468324;1278
469140;1285
474811;1733
475101;1791
475932;1914
475943;1915
479926;1936
479976;1937
480372;1938
489195;2143
491845;2151
492427;2153
492433;2154
492737;2159
492739;2160
496315;2176
496847;2177
497483;2188
498069;2189
498186;2190
498537;2191
498998;2194
499085;2196
499967;2199
500096;2202
503060;2210
504656;2215
504854;2217
505016;2221
506553;2234
507184;2240
509147;2244
509762;2246
510580;2257
510788;2258
510820;2259
513056;16101
513364;16223
514042;16398
514216;16427
549289;16126
476200;1921
489164;2142
497142;2178
497253;2186
497255;2187
500097;2203
506580;2236
507963;2242
509925;2247
510495;2251
511641;2263
512279;16668
513718;16673
513719;16230
513946;16643
514096;16744
516324;16576
517268;16743
517620;16109
517821;16336
518268;16070
518496;16094
518628;16698
518726;16464
518802;16690
490148;2145
492439;2155
492441;2156
492452;2157
493080;2162
493082;2163
500098;2204
505319;2225
510324;2248
510525;2253
512120;2266
516232;16248
518764;16031
520784;16650
520871;16476
520904;16556
522200;16259
523060;16542
524074;16632
524075;16029
524152;16272
524246;16758
525616;16052
526260;16511
526939;16424
527173;16658
527285;16073
527297;16197
527803;16224
528482;16025
528719;16507
549291;16225
471959;1548
472295;1552
474815;1734
485566;1963
485602;1964
491074;2148
495684;2169
497143;2179
498869;2193
503912;2212
504903;2219
504983;2220
505247;2222
505279;2223
510365;2250
510552;2254
511434;2261
512265;15997
512903;16414
512904;16666
518320;16379
520455;16309
520458;16347
523398;16393
523399;16403
524500;16707
524501;16667
525180;16380
526006;16757
528541;16761
530170;16100
531533;16295
532383;16039
533912;16051
534438;16538
534839;16586
534963;16220
535075;16056
535092;16097
535186;16396
536031;16014
536154;15985
537014;16275
537047;16355
537519;15983
549292;16777
483059;1957
491663;2150
497144;2180
510502;2252
510570;2255
510571;2256
511469;2262
519119;16430
519228;16435
523873;16746
524176;16019
526003;16569
527053;16048
527054;16000
527461;16788
528151;16093
537578;16044
539291;16077
539700;16227
540053;16114
541162;16431
542019;16498
542765;16514
542981;16479
543066;16553
543354;16493
543527;16786
544033;16175
544063;16007
544075;16629
544666;16009
549293;16285
497145;2181
507889;2241
516054;16426
517665;16655
517955;16392
520454;16518
523633;16588
527055;16562
527057;16563
529449;16375
530108;16055
539701;16345
544921;16186
546855;16500
546856;16350
547516;16304
547603;16046
547694;16394
547745;16356
547889;16117
548122;16310
548123;16491
548289;16662
549294;16451
474772;1731
486157;2133
492902;2161
497146;2182
504471;2213
505740;2226
506131;2230
515607;16468
517323;16237
523457;16745
523523;16181
526237;16561
527699;16209
531527;16351
531670;16779
531672;16461
533696;16040
534451;16416
535045;16457
535047;16218
536657;16627
536860;16281
536861;16610
538356;16173
538951;16385
539704;16116
539809;16153
541435;16334
541751;16623
542021;16505
542365;16570
542396;16565
542401;16339
542741;16002
542955;16372
548533;16686
549296;16021
549363;16096
549738;16508
549937;16512
549938;16387
550178;16358
550403;16670
550410;16163
550514;16142
497148;2183
505316;2224
505987;2228
508307;2243
512072;2264
512075;2265
536863;16210
536865;16648
540707;16391
545361;16418
549298;16720
549487;16213
549764;16125
550521;16599
551263;16499
551265;15980
551284;16617
551286;16229
551382;16787
551532;16185
551533;16244
551569;16054
551724;16260
551891;16641
552399;16319
552683;16701
552743;16292
552778;16193
552879;15973
553005;16060
497149;2184
515608;16463
518347;16033
533071;16697
540331;16314
545665;15990
547559;16289
549299;16455
550177;16440
551538;16625
552185;16448
552193;16705
553376;16517
553994;16540
554167;16253
554207;16660
554554;16083
556075;16269
556076;16222
556342;16268
556357;16709
556466;15994
556475;16296
556651;16276
557017;15977
495373;2167
497150;2185
505764;2227
514734;16201
517325;16557
523956;16504
531233;16352
535585;16458
547436;16315
549147;16206
549300;16108
551271;16160
551523;16677
551845;16067
552187;16099
552322;16671
552442;16178
554125;16485
554590;16646
558820;16270
559302;15978
560537;16255
561135;16519
562473;16395
562892;16148
563140;16311
563717;16549
563749;16354
563936;16012
563942;16456
503788;2211
504673;2216
541855;16232
545780;16349
546673;16661
549295;16535
552188;16732
552189;16656
553609;16258
554130;16438
556470;16215
564682;16338
565578;16706
567735;16616
567738;16486
567993;16497
568131;16408
568215;16384
568456;16432
568570;16050
569622;16164
495542;2168
507054;2239
530140;16291
536575;16191
545782;16196
549297;16102
553356;16492
554136;16628
568471;16037
569758;16115
572664;16361
572714;16204
572801;16192
572826;16084
572944;16198
573202;16063
573422;16388
393742;769
394140;775
410178;927
465261;1260
470000;1312
504886;2218
510821;2260
517927;16088
529434;16722
530622;16231
540669;16595
542786;16783
545187;16205
547099;16168
547300;16112
547665;16179
548220;15991
548424;16343
551895;15974
552094;16150
552156;16550
552354;16286
554873;16383
561649;16147
564307;16621
564780;16278
565452;15984
565665;16032
566192;16772
569377;16283
569500;16676
571186;16061
571496;16089
573431;16659
573871;16174
574368;16133
575851;16459
577327;16767
577615;16264
577616;16607
577638;16233
578027;16714
578219;15992
578335;16226
578397;16555
611809;19030
543481;16183
545196;16443
547837;16284
554315;16249
554607;16298
559626;16211
560903;16404
567486;16297
567818;16727
571234;16560
574369;16024
575457;16752
577939;16327
577941;16140
578954;16684
578956;16696
580405;16640
580419;16582
581859;16429
581939;16234
582056;16531
582510;16636
582780;15999
583117;16622
583119;16062
583213;16703
528530;16214
535786;16312
548605;16612
556163;16453
556164;16124
565762;15970
569348;16203
571432;16340
573437;16172
574370;15969
577945;16078
578959;16604
578960;16537
580915;16091
580916;16016
584069;16075
584071;16023
584979;16287
585874;16489
586207;16510
586227;16589
586557;16484
587194;16583
529402;16645
532391;16157
532394;16766
536429;16420
542858;15976
545189;16344
545198;16141
545715;16678
549507;16005
550287;16254
552104;16161
552118;16780
558861;16018
558930;16324
561883;16651
565700;16718
566852;16536
575162;16735
576040;16584
577851;16496
578215;16026
578450;16323
581215;16534
583693;16041
588465;16691
588860;16092
588865;16755
589037;16401
589123;16422
589686;16494
589748;16257
590429;16462
591232;16022
538694;16710
545183;16307
545332;16428
558866;16452
562078;16027
562757;16353
565519;16611
569349;16165
577320;16665
578507;16177
591959;16606
592296;16279
592570;16006
592571;16151
595272;16144
597266;16487
597430;16577
597433;16558
597539;15989
601675;16587
601926;16261
601930;16082
602619;16106
603348;16638
536309;16434
547738;16322
551226;16649
574618;16545
580856;16474
581730;16568
582118;16162
582208;16330
583703;16647
589229;16773
601983;16333
602613;16199
606507;16445
606933;16188
607106;16620
607367;16454
607602;16631
607960;16036
609000;16742
609479;16778
537009;15981
543487;16107
548165;16243
549642;16694
556584;16047
561383;16626
567243;16717
571498;16730
571499;16171
578467;16502
579485;16166
580700;16360
581599;16240
584885;16541
586688;16754
588406;16184
589187;16139
589220;16216
592623;16460
597282;16368
600164;16294
601984;16305
607131;16085
608168;16450
609596;16320
610687;16138
610801;16266
610915;16132
611256;16693
611371;16559
611713;16176
617858;16068
620337;15995
623532;16413
567608;16596
576301;16501
581721;16131
588407;16399
592622;16564
597438;16081
597440;16680
603347;16167
605445;16581
610461;16136
610574;16574
610575;16635
610689;16471
610803;16074
610917;16306
611373;16271
552355;16530
567745;16128
569558;16405
571600;16359
581201;15971
583564;16250
587548;16731
605545;16689
609961;16747
610463;16480
610576;16252
610691;16740
610805;16228
610919;16043
611260;16137
611374;15979
611375;16130
635210;16064
637610;16363
647310;16579
551602;16242
567637;16086
567819;16411
578471;16566
589117;16072
605393;16331
610351;16478
610411;16246
610464;15988
610465;16376
610525;16212
610579;15972
610638;16642
610693;16770
610752;16685
610807;16700
610920;16756
610921;16619
611376;16781
611436;16119
567725;16477
567822;16195
568369;16412
569407;16370
570128;16639
580705;16301
590493;16571
591561;16187
610466;16605
610580;16013
610694;16472
610809;16034
610922;16207
610923;16481
611378;16386
611379;16774
611721;16715
650729;16134
652413;16035
653190;16342
558180;16415
574523;15986
575164;16775
592184;16251
604939;16663
610582;16768
610583;16521
610697;16692
610811;16159
610924;16341
610925;16365
611381;16469
410179;928
446661;1129
453315;18
509598;2245
536396;16760
545224;1341
545864;16241
551238;16764
551928;16423
566025;16182
567200;14
568163;16329
577816;16751
580862;1345
586701;16506
595922;16303
601394;16466
605335;16467
607502;16265
609354;16118
609942;16045
610357;15
610413;16664
610470;1349
610471;11
610527;20
610546;16328
610584;1355
610585;1342
610660;16288
610670;16737
610698;1348
610699;1343
610775;1354
610888;16042
610926;16200
610927;1356
611269;1350
611383;1351
611439;1360
611724;1353
611725;1358
611800;16704
618009;16679
618450;1364
654079;1347
647068;2273
649422;16442
649429;16674
649689;16095
652003;1321
654071;16316
654072;16419
580748;8
585034;1292
603014;2272
610359;1283
610472;1293
610473;1282
610587;1289
610700;1291
610701;1286
610814;16503
610929;1319
611271;1311
611385;1307
611726;1300
611727;1320
586280;16169
610360;1301
610361;1337
610474;3119
610475;2772
610588;3423
610589;2269
610702;3122
610703;2270
610816;3424
610931;2773
611387;1336
611728;3422
641149;16146
623838;1330
654100;16421
573217;3411
583875;1315
591080;1294
609311;16
610363;1324
610415;1326
610476;3395
610477;1325
610528;2949
610529;21
610590;3405
610591;3389
610704;3396
610705;3390
610756;3415
610819;3402
610870;16155
610932;16053
610933;3598
611389;3400
611440;2944
611441;1334
611730;3399
564282;3590
610364;39
610365;2775
610478;3393
610479;3582
610593;3391
610706;4554
610707;4224
610821;4232
610935;4227
611049;4552
611732;4231
649625;16598
618035;4539
643977;16267
610366;1297
610367;4542
610480;4228
610481;3401
610595;4543
610708;4548
610709;5018
610937;5272
611279;5022
611393;5273
611620;4762
611734;5274
531103;1299
580158;1290
596399;5270
609307;1328
610369;5269
610417;4229
610435;3121
610482;5773
610483;5423
610530;4541
610531;4230
610548;1313
610549;3414
610596;6360
610597;5524
610662;5872
610663;5024
610710;6216
610711;6018
610776;3418
610777;6218
610890;16028
610938;16262
610939;5424
611281;5873
611395;6212
611460;3588
611509;5822
611803;5275
650400;16750
654126;16672
653808;16526
574828;2660
610370;1414
610371;5578
610484;6215
610485;5628
610598;7653
610599;6361
610712;7178
610713;7035
610827;6939
610941;7652
611283;6938
611397;7701
611511;7182
610372;1329
610373;5577
610486;6792
610487;7179
610600;6889
610601;8077
610714;8405
610715;8358
610829;8499
610943;8643
611285;7846
611398;8644
611399;7845
611740;8594
611741;8500
652770;2774
654141;1323
598651;1322
610374;1327
610375;5576
610419;4553
610488;6888
610489;7750
610532;3594
610533;8689
610602;6887
610603;7749
610716;9317
610717;8593
610830;8595
610874;1361
610945;9590
610988;16527
611286;9093
611287;9138
611401;9324
611444;9140
611445;7844
611515;9543
611742;8596
611786;8547
611787;8692
611900;8690
611901;8691
580159;16059
590574;1331
610377;5575
610490;10560
610491;3591
610604;10381
610605;7748
610718;10388
610719;10029
610832;9323
610833;10384
610947;10382
611289;9942
611744;8641
634477;9
610378;10
610379;5574
610492;5823
610493;8693
610606;6505
610607;7084
610720;6506
610721;10386
610834;9322
610835;11372
610948;11035
610949;10690
611291;10689
611404;3584
611405;10692
611746;9319
472427;4
473240;1284
483829;1960
550464;13
551242;2659
573715;1362
608854;1317
610380;1344
610381;12749
610420;1332
610437;3117
610445;5267
610494;11373
610495;12746
610534;1338
610550;5277
610551;5874
610608;6503
610609;12756
610672;3413
610722;6504
610723;12751
610786;1314
610836;10164
610876;8916
610877;13251
610892;16441
610950;9588
610951;12754
610990;1339
611179;13246
611356;6696
611407;12753
611470;4547
611748;10387
611788;8406
651232;16572
610382;1296
610383;12766
610496;12757
610497;12761
610610;14063
610611;13240
610725;13647
610838;13230
610952;9589
610953;13941
611181;14289
611409;13823
611750;14514
610384;1421
610385;14176
610498;10819
610499;13826
610613;14855
610726;15416
610727;15193
610840;13229
610841;15529
610954;12747
610955;15249
611411;14856
610386;1422
610387;15080
610422;1843
610500;13822
610501;13825
610536;12752
610615;15474
610728;17492
610729;17168
610878;13234
610956;12748
610957;16789
611299;17331
611413;15750
610388;1423
610389;13247
610502;14798
610503;13248
610617;17439
610731;17923
610845;18401
610958;18134
610959;18399
611300;17602
611415;18081
610390;1424
610391;18825
610504;14797
610505;17276
610846;15472
610960;17869
611302;15753
610392;1425
610393;13253
610424;1844
610438;1298
610506;18346
610538;12762
610552;3412
610621;13252
610848;15417
610880;12765
610894;12758
610962;17868
610994;13172
611008;10691
611464;18821
611760;14513
611806;48
610394;1426
610395;13652
610508;15081
610623;13653
610964;17867
610396;1427
610510;8078
610852;14457
610966;17866
610398;1428
610426;1846
610512;14060
610540;12759
610882;14570
610968;17865
610996;13239
610400;1429
610970;17864
610402;1430
610516;14059
610517;12760
610744;9724
473242;1306
523718;1302
550465;35
592360;2945
612156;1431
612228;1847
612252;1848
612253;12770
612270;3589
612606;3416
612834;5425
613140;17493
613176;3123
613290;2776
613524;9898
613620;14799
613746;6601
612158;1432
612160;1433
612162;1434
612230;1850
612344;18345
612164;1435
612166;1436
612168;1437
612232;1851
612254;1852
612368;7034
613622;12771
612170;1438
612172;1439
612174;1440
612234;1853
612176;1441
612178;1407
549802;6
591067;1305
592361;2942
601466;5023
612180;11578
612236;11600
612256;11604
612608;3417
612722;1295
612836;14684
613292;3407
612182;11579
612184;11580
612186;11581
612238;11601
612188;11582
612190;11583
612192;11584
612240;11602
612258;11605
612194;11585
612196;11586
612198;11587
612242;11603
612200;11588
612202;11589
575756;1346
612204;16897
612260;10821
612382;1304
612610;4551
612724;5278
613180;10558
613294;3406
613636;10823
612262;10822
595756;2271
